id,name,address,regionDepth1,regionDepth2,lat,lng,hallType,subTypes_json,mealCost,mealCostMin,mealCostMax,guarantee,guaranteeMin,guaranteeMax,interval,intervalMinutes,venueFee,rentalCostMin,rentalCostMax,phone,website,source_url,source
687,삼성전자서초사옥 다목적홀,서울 서초구 서초동 1320-10,,,37.4966332657545,127.026914121286,웨딩홀,[],"식대 범위 20,000원 ~ 30,000원.",20000,30000,최소 보증인원 100명.,100,100,1시간,60,저렴한 대관료,,,,,https://www.weddic.com/,weddic
688,라루체웨딩홀,서울 중구 남산동1가 13-6,,,37.5591179852241,126.984453744899,웨딩홀,[],"77,000원 ~ 110,000원 (뷔페, 음주류 포함).",77000,110000,"아이리스 200명 / 루아르·그레이스 250명 (최대 1,500명).",200,500,정보 준비중,,"1,100만원 ~ 1,500만원 (생화 꽃장식 포함).",,,02-766-8200,http://lalucewedding.com,https://www.weddic.com/,weddic
689,루이비스웨딩홀 중구점,서울 중구 중림동 441,,,37.5605858184013,126.9673359261056,웨딩홀,[],뷔페 형식,,,정보 준비중,,,층 간 분리 예식,,,,,02-312-6800,http://www.lvwedding.co.kr/,https://www.weddic.com/,weddic
690,아벤티움,서울 중구 중림동 355,,,37.56098338057804,126.9681506609827,채플 웨딩홀,[],"뷔페 75,000원~85,000원 (음주류·부가세·봉사료 포함).",75000,85000,최소 200~250명,200,200,90분,90,600만원~ (대관료),6000000,8000000,02-313-2480,http://www.aventium.co.kr/,https://www.weddic.com/,weddic
691,오펠리스 웨딩컨벤션,서울 중구 서소문동 135,,,37.5612026084068,126.97290421418,컨벤션 웨딩홀,[],"1인 75,000원(뷔페, 부가세 포함, 음주류 별도).",75000,75000,"최소 200~250명, 최대 400~500명(피크 타임 250명, 그 외 200명 기준 운영).",200,500,90분,90,"7,500,000원(일부 자료 9,000,000원 표기, 프로모션·타임에 따라 변동).",7500000,9000000,02-2130-2300,https://www.instagram.com/ofelis230/,https://www.weddic.com/,weddic
692,크레스트72,서울 중구 장충동2가 201-6,,,37.55118389061006,127.0027250592412,웨딩홀,[],"글래스홀 132,000원 / 마리에·가든 77,000원 (양식 코스·뷔페).",77000,132000,글래스 200~250명 / 마리에 150명 / 가든 50~200명.,150,250,180분,180,"글래스 16,500,000원 / 마리에·가든 7,700,000원 (꽃장식 별도).",7700000,16500000,02-2232-7366,https://www.instagram.com/crest72_wedding,https://www.weddic.com/,weddic
693,PJ호텔 예식장,서울 중구 인현동2가 73-1,,,37.5648276469346,126.995748675697,호텔 웨딩홀,[],"8만원~10만원대 (뷔페, 홀/요일/시간대별 차이)",80000,100000,"뮤즈홀 150명 내외, 헤스티아홀 100명 전후",100,150,정보 준비중,,"뮤즈홀 790만원~, 헤스티아홀 890만원~ (생화 꽃장식 포함)",7900000,8900000,,http://www.hotelpj.co.kr/view/wedding.do,https://www.weddic.com/,weddic
694,라비두스,서울 중구 필동3가 62-11,,,37.55669436636062,126.9962765344448,야외 웨딩홀,[],"한식 또는 양식 99,000원~ (음주류 별도).",99000,99000,구체적 최소 수치 정보 부족.,,,동시예식 (야외 15분 후 실내 이동),,"Grand La Bene 20,000,000원, Garden 21,100,000원, Terrace 20,660,000원.",20000000,21100000,02-2265-7000,https://www.instagram.com/laviedouce_official,https://www.weddic.com/,weddic
695,서울신라호텔 영빈관,서울 중구 장충동2가 202,,,37.5561275294872,127.006301549898,호텔 웨딩홀,[],"영빈관 단독 대관료 약 22,000,000원(VAT 포함)으로 알려져 있으며, 실제 견적 구성에서는 대관료·플라워·식대 등이 패키지로 합산되어 제시되는 구조.",160000,200000,"최소 보증 250명, 최대 330명 수용.",250,330,분리예식,,"영빈관 단독 대관료 약 22,000,000원(VAT 포함)으로 알려져 있으며, 실제 견적 구성에서는 대관료·플라워·식대 등이 패키지로 합산되어 제시되는 구조.",22000000,,02-2233-3131,,https://www.weddic.com/,weddic
696,프레스센터플라자웨딩,서울 중구 태평로1가 25,,,37.56741871609101,126.9778710680399,웨딩홀,[],"57,000~78,000원(한식·양식 코스/뷔페, 음주류 인당 6,000원~ 추가).",57000,78000,"최소 300명(최대 700명 수용, 채플홀 200~그레이스홀 250명 이상 프로모션).",250,700,240분,240,"330만원~(생화 꽃장식 최소300만원~ 포함, 프로모션 400~550만원대).",330,,02-722-7653,,https://www.weddic.com/,weddic
697,서울로얄호텔 그랜드볼룸,서울 중구 명동1가 6-3,,,37.5642357926354,126.9856071853,호텔 웨딩홀,[],"74,000~89,000원 (한식/양식 코스, 호텔 코스요리 기준).",74000,89000,"최소 200명, 최대 500명(메인홀 240석 + 서브홀 로얄볼룸·제이드룸 연계 시).",200,500,동시예식,,"9,300,000원(그랜드볼룸, 생화장식 포함 정가 기준).",9300000,,,,https://www.weddic.com/,weddic
698,CJ인재원 그랜드홀,서울 중구 필동2가 102,,,37.55901439737091,126.9952464923397,웨딩홀,[],정보 준비중,30000,40000,정보 준비중,250,350,정보 준비중,,,0,0,02-2280-3060,,https://www.weddic.com/,weddic
699,서울신라호텔 다이너스티홀,서울 중구 장충동2가 202,,,37.5559834240629,127.005187903935,호텔 웨딩홀,[],"200,000원 ~ 250,000원(양식·중식 코스, 미쉐린 3스타급 기준)",200000,200000,"최소 300명 / 최대 650명(공식 표기는 300~700명, 다이너스티홀 좌석 650석)",300,700,정보 준비중,,"11,000,000원 ~ 22,000,000원(예식 일자·타임에 따라, 통상 50% 할인 프로모션 적용)",11000000,22000000,02-2233-3131,https://www.instagram.com/theshillaseoul,https://www.weddic.com/,weddic
700,호현웨딩가든,서울 중구 회현동1가 산 1-44,,,37.555095342073,126.980475424051,한옥 웨딩홀,[],"구체 미공개(협력 웨딩업체 도시락·케이터링 별도 계약, 1인 단가는 업체별 상이)",,,최소 10명대 / 최대 50명(수용인원 50명으로 공지),10,50,정보 준비중,,0원(대관료 무료),0,,02-318-5233,,https://www.weddic.com/,weddic
701,앰배서더서울풀만 연회장,서울 중구 장충동2가 186-54,,,37.5605786047253,127.002123277809,호텔 웨딩홀,[],정보 준비중,150000,180000,정보 준비중,200,,정보 준비중,,,9500000,,,https://www.ambatel.com/theambassador,https://www.weddic.com/,weddic
702,온즈드롬,서울 중구 충무로1가 24-1,,,37.5610317074121,126.984489565449,웨딩홀,[],"[정가] 26,680,000원~ (대관료+식대 등 총 금액, 생화 꽃장식 300만원~ 별도 포함 가능, 웨딩북 최초 방문예약 후 계약 시 지급).",77000,77000,"최소 200명 이상 보증 시 할인 적용(최대 수용 400명 내외, 좌석 208석).",200,400,"하루 2타임 (낮 12시, 저녁 18시)",240,"[정가] 26,680,000원~ (대관료+식대 등 총 금액, 생화 꽃장식 300만원~ 별도 포함 가능, 웨딩북 최초 방문예약 후 계약 시 지급).",26680000,26680000,02-6936-6060,http://onze-droom.com,https://www.weddic.com/,weddic
703,RnL 로즈앤라임 웨딩,서울 중구 신당동 369-76,,,37.5560478371088,127.011629787664,야외 웨딩홀,[],"(정가 기준, 공간 공통) 대관료 2,290,000원 + 연출료 880,000원, 꽃장식 980,000~3,500,000원, 식사비용 56,000원으로 요즘웨딩 정가가 안내되어 있습니다.",55000,56000,"최소 보증 30~50명, 공간별 수용 인원은 루프탑 가든라운지 100명, 리셉션 레스토랑 70명, 갤러리 아트웨딩 70명, 프로모션 안내에는 “50~200명 수용” 문구도 있습니다.",50,200,정보 준비중,,"(정가 기준, 공간 공통) 대관료 2,290,000원 + 연출료 880,000원, 꽃장식 980,000~3,500,000원, 식사비용 56,000원으로 요즘웨딩 정가가 안내되어 있습니다.",2290000,2290000,02-2236-6248,https://www.rosenlime.com,https://www.weddic.com/,weddic
704,마렌지9,서울 중구 을지로6가 21-31,,,37.5657600421876,127.007079969366,웨딩홀,[],정보 준비중,88000,98000,정보 준비중,250,300,정보 준비중,,,9000000,9500000,02-2274-0077,https://marange9.com/,https://www.weddic.com/,weddic
705,은행회관 컨벤션홀,서울 중구 명동1가 4-1,,,37.5651655934608,126.985385157819,컨벤션 웨딩홀,[],"77,000~99,000원(한식/양식/뷔페).",77000,99000,최소 100~200명(최대 300명).,200,300,하루 3건 예식,120,구체적 정보 없음(은행임직원 할인 적용).,2200000,2200000,02-3705-5327,,https://www.weddic.com/,weddic
706,루체리아웨딩컨벤션,서울 중구 신당동 773,,,37.56879884257617,127.0105439798214,컨벤션 웨딩홀,[],"80,000원",80000,80000,"150명 최소 인원 가능, 200명 이상 보증 시 적용",150,200,분리예식,,"7,000,000원(정가, 26년 3월까지 프로모션 시 4,500,000원)",7000000,7000000,02-3298-5064,http://www.luceria.co.kr/,https://www.weddic.com/,weddic
707,하나그랜드홀 명동,서울 중구 을지로2가 181,,,37.5655403683237,126.985069288337,웨딩홀,[],"별도 피로연 뷔페(사옥 옆 별관 식당 이용, 구체 수치 미공개·상담 필요).",,,200~300명 규모(1일 1팀 운영).,300,300,토일 하루 1팀,,"무료 대관(하나원큐 앱 신청 한정, 저출산 프로젝트 일환).",0,,,,https://www.weddic.com/,weddic
708,빌라드지디 논현,서울 강남구 논현동 247-4,,,37.5140775104945,127.037294911971,채플 웨딩홀,[],정보 준비중,80000,80000,정보 준비중,180,300,정보 준비중,,,7700000,,02-547-3381,https://nonhyeonvilladegd.com/,https://www.weddic.com/,weddic
709,프레지던트호텔 웨딩홀,서울 중구 을지로1가 188-3,,,37.5656548410903,126.979390583486,호텔 웨딩홀,[],"36,850~120,000원(뷔페·한식·양식, 부가세 포함).",36850,120000,200~250명.,250,250,동시,,"220,000~5,600,000원(홀별·프로모션 변동).",220000,5600000,02-753-3131,,https://www.weddic.com/,weddic
710,엘뷔하우스,서울 중구 흥인동 13-1,,,37.5669763521096,127.016463601682,웨딩홀,[],정보 준비중,58000,58000,정보 준비중,100,220,정보 준비중,,,3000000,,02-2232-8000,,https://www.weddic.com/,weddic
711,서울신라호텔 루비앤토파즈,서울 중구 장충동2가 202,,,37.5559329685968,127.00517884651,호텔 웨딩홀,[],"15~20만원(양식 코스, 최소 100명 보증 기준).",200000,200000,"100~450명(루비홀 130명, 토파즈 120명, 다이너스티 650석 기준).",100,100,"분리예식 (1부 야외, 2부 실내)",,"2,500,000~3,500,000원(루비/토파즈 2.5M, 다이너스티 3.5M).",2500000,3500000,,,https://www.weddic.com/,weddic
712,반얀트리클럽앤스파서울 남산테라스,서울 중구 장충동2가 201,,,37.55004505859743,127.0005963805523,웨딩홀,[],"180,000원 ~ 200,000원",180000,200000,"최소 100명 / 최대 150명(권장 120~160명, 수용 150석)",100,160,정보 준비중,,"11,000,000원(정가, 예식간격 5시간), 연출료 5,500,000원 별도",11000000,11000000,02-2250-8000,,https://www.weddic.com/,weddic
713,코리아나호텔 웨딩홀,서울 중구 태평로1가 61-1,,,37.5681446755263,126.976609888104,호텔 웨딩홀,[],"1인당 약 4만원에서 6만원, 4~5만원, 75,000원 ~ 150,000원",34000,150000,24~400명(홀별 다이아몬드 200~250명 등).,250,400,2시간,120,"다이아몬드홀 1,300,000원, 꽃장식 1,200,000원",2200000,7700000,02-2171-7825,http://www.koreanahotel.com/,https://www.weddic.com/,weddic
714,서울신라호텔 에메랄드,서울 중구 장충동2가 202,,,37.5564194470786,127.006405695322,호텔 웨딩홀,[],정보 준비중,200000,200000,정보 준비중,100,,정보 준비중,,,2500000,,,https://www.shillahotels.com/index.do,https://www.weddic.com/,weddic
715,서울웨딩타워,서울 송파구 가락동 600,,,37.49514704684707,127.1157284086415,호텔 웨딩홀,[],"300명, 식대 110,000원 기준 총 43,500,000원(식대 33,000,000원 + 대관료 10,500,000원) 등 인원별 예상 견적 안내.",110000,110000,"최소 보증 인원 350명~1,000명(추천 인원 350명, 좌석 200석 수준).",200,350,90분 간격,90,"9,500,000원(연출료 포함, 단독홀 대관료).",9500000,,02-463-5000,https://youtube.com/channel/UCGs32dQezl0ytWa8v3QqzWg,https://www.weddic.com/,weddic
716,더컨벤션 잠실,서울 송파구 신천동 11-7,,,37.51575493105404,127.1060211659276,컨벤션 웨딩홀,[],"95,000원 (3개 홀 동일, 음주류·부가세·봉사료 포함)",95000,95000,"최소 220명 / 최대 1,000명",220,220,1시간 20분,80,"그랜드볼룸 10,000,000원 / 아모르홀 11,500,000원 / 비스타홀 7,600,000원",10000000,11500000,02-418-5000,https://jamsil.theconvention.co.kr/,https://www.weddic.com/,weddic
717,라비니움,서울 송파구 풍납동 473-1,,,37.5384650217535,127.122430299513,웨딩홀,[],정보 준비중,92000,95000,정보 준비중,200,500,정보 준비중,,,12000000,13000000,02-472-7004,http://labinium.com,https://www.weddic.com/,weddic
718,더베네치아,서울 송파구 신천동 7-20,,,37.51524397281254,127.1030682049867,웨딩홀,[],69000원 ~ 75000원,69000,75000,최소 200명 / 최대 800명,200,800,동시예식(신부대기실에서 홀로 바로 진입),,6500000원,0,,02-6424-7000,http://www.thevenezia.co.kr/,https://www.weddic.com/,weddic
719,아펠가모 잠실점,서울 송파구 신천동 7-11,,,37.5160560806548,127.099562794076,채플 웨딩홀,[],"100,000원(뷔페).",100000,100000,최소 200명(최대 500명).,200,500,90분,90,"10,000,000원(연출료 포함).",10000000,,02-2144-0230,http://www.apelgamo.com/?utm_source=naverplace&utm_medium=href_link&utm_campaign=jamsil,https://www.weddic.com/,weddic
720,롯데월드 민속박물관 전통혼례장,서울 송파구 잠실동 40-1,,,37.510986926538,127.097531460302,전통 웨딩홀,[],"70,000원 ~ 80,000원 / 65,000원 ~ 75,000원",60000,69000,최소 80명 / 최대 500명,80,500,정보 준비중,,"기본 혼례 비용 2,500,000원(대관 및 진행 포함)",2500000,,02-411-3703,,https://www.weddic.com/,weddic
721,롯데호텔월드 크리스탈볼룸,서울 송파구 잠실동 40-1,,,37.5114497537167,127.100031723921,호텔 웨딩홀,[],"103,500원 ~ 145,000원 (양식 코스, 와인 테이블당 49,500원~ 별도)",103500,145000,"보증인원 300명 (+서브세팅 10%, 총 330명)",300,580,동시예식,,"16,500,000원",16500000,,02-411-7575,,https://www.weddic.com/,weddic
722,올림픽공원 서울올림픽파크텔예식장,서울 송파구 방이동 88-8,,,37.5223943721573,127.116589494478,호텔 웨딩홀,[],정보 준비중,70000,77000,정보 준비중,200,700,정보 준비중,,,3000000,10000000,,,https://www.weddic.com/,weddic
723,라브르에드니아,서울 송파구 잠실동 294-32,,,37.50609074571614,127.0810013595923,웨딩홀,[],정보 준비중,150000,150000,정보 준비중,200,400,정보 준비중,,,17000000,,02-6952-2244,https://www.lavreednia.com/,https://www.weddic.com/,weddic
724,롯데호텔월드 웨딩,서울 송파구 잠실동 40-1,,,37.5113344215003,127.100036094271,호텔 웨딩홀,[],"130,000원 ~ 180,000원(양식 코스)",130000,180000,"최소 100명 / 최대 580명(호텔 공식 기본정보 기준, 크리스탈볼룸은 400~600명 수용, 에메랄드룸·사파이어볼룸은 소·중형 규모)",100,600,정보 준비중,,"크리스탈볼룸 정가 22,000,000원(꽃·연출 포함)이나, 프로모션·제휴(롯데임직원·가족·지인 할인 등) 적용 시 대관료 0원까지 할인되는 구조",22000000,22000000,02-411-7575,https://www.lottehotel.com/seoul-signiel/ko,https://www.weddic.com/,weddic
725,시그니엘 서울 웨딩,서울 송파구 신천동 29,,,37.512453897937,127.102685455163,웨딩홀,[],"160,000원 ~ 250,000원",160000,250000,최소 100명 / 최대 300명,100,300,약 5시간,300,최소 웨딩비용 1억원 이상,4500000,,,https://www.lottehotel.com/seoul-signiel/ko,https://www.weddic.com/,weddic
726,스카이가든웨딩홀,서울 송파구 석촌동 158,,,37.506871862918,127.100958689664,웨딩홀,[],"1인 64,000~74,000원대(양식·퓨전 코스, 음주류·봉사료·부가세 포함 금액 기준).",64000,74000,"최소 50명 이상부터 예식 가능, 권장·수용 인원 약 100석(하우스웨딩·단독홀 기준).",50,100,1시간 간격,60,"홀사용료(대관료) 약 4,500,000원 수준(프로모션·일정에 따라 변동 가능).",4500000,,02-514-1515,http://skygardenhall.kr,https://www.weddic.com/,weddic
727,엘로라인가든,서울 송파구 문정동 632,,,37.4777162766237,127.122747171455,웨딩홀,[],"79,000원(뷔페, 음주 포함).",79000,79000,100~150명(최대 400명).,150,400,1시간30분,90,"7,900,000원(생화 꽃장식 포함).",7900000,,,http://elorawedding.com/,https://www.weddic.com/,weddic
728,웨딩스퀘어 강변,서울 광진구 구의동 546-4,,,37.5357209474504,127.0956854813862,웨딩홀,[],정보 준비중,65000,75000,정보 준비중,200,700,정보 준비중,,,5500000,7500000,02-3424-7000,https://weddingsquare.co.kr/,https://www.weddic.com/,weddic
729,KDW웨딩,서울 강동구 성내동 199,,,37.53500825157165,127.1337230473898,웨딩홀,[],"70,000원",70000,70000,"최소 220명 / 최대 1,300명",220,300,동시예식,,"7,000,000원(생화 장식 포함)",7000000,,02-477-7700,http://www.kdwedding.co.kr/,https://www.weddic.com/,weddic
730,루벨 강동,서울 강동구 천호동 571,,,37.53651900392566,127.1323227511683,웨딩홀,[],정보 준비중,70000,,정보 준비중,300,600,정보 준비중,,,6000000,,02-6956-0230,http://luvel.com/?utm_source=naverplace&utm_medium=href_link&utm_campaign=gangdong,https://www.weddic.com/,weddic
731,노블발렌티 삼성점,서울 강남구 삼성동 109-6,,,37.51533421932078,127.0648317038317,채플 웨딩홀,[],정보 준비중,98000,100000,정보 준비중,300,550,정보 준비중,,,12000000,,02-540-0711,http://www.noblevalenti.co.kr,https://www.weddic.com/,weddic
732,더채플앳 대치,서울 강남구 대치동 1008-3,,,37.5030180844809,127.066990198704,채플 웨딩홀,[],정보 준비중,132000,132000,정보 준비중,200,400,정보 준비중,,,17820000,,02-554-1121,https://www.youtube.com/@the-a-lu,https://www.weddic.com/,weddic
733,포스트웨딩홀,서울 광진구 자양동 680-65,,,37.5357190489071,127.086464283605,컨벤션 웨딩홀,[],구체적 정보 없음.,,,구체적 정보 없음.,,,짧음,,저렴한 홀 대여료(구체 수치 미공개).,,,,,https://www.weddic.com/,weddic
734,노블발렌티 대치점,서울 강남구 대치동 983-1,,,37.50330540610728,127.065560939838,웨딩홀,[],정보 준비중,85000,98000,정보 준비중,300,,정보 준비중,,,9000000,12000000,02-539-0400,https://noblevalentidaechi.co.kr,https://www.weddic.com/,weddic
735,더베일리하우스 삼성점,서울 강남구 삼성동 168-3,,,37.50978763228814,127.0631801067417,채플 웨딩홀,[],정보 준비중,77000,88000,정보 준비중,300,500,정보 준비중,,,7700000,,02-539-2956,http://www.baileyhouse.co.kr,https://www.weddic.com/,weddic
736,KU컨벤션웨딩홀,서울 광진구 자양동 227-336,,,37.53821659741772,127.0746093321138,컨벤션 웨딩홀,[],정보 준비중,79000,85000,정보 준비중,170,500,정보 준비중,,,7000000,9000000,02-447-7005,http://www.kkweddinghall.co.kr/,https://www.weddic.com/,weddic
737,트라디노이,서울 강남구 대치동 984,,,37.5018491286094,127.066014297906,복합 웨딩홀,[],정보 준비중,78000,78000,정보 준비중,80,180,정보 준비중,,,4800000,4800000,02-567-9916,https://www.tradinoi.kr,https://www.weddic.com/,weddic
738,JK아트컨벤션,서울 영등포구 문래동3가 55-16,,,37.51767938090505,126.9000730772372,컨벤션 웨딩홀,[],"70,000원 ~ 79,000원",70000,79000,최소 200명 / 최대 800명,200,800,동시예식 (단독홀 아님),60,"6,500,000원 ~ 11,000,000원(그랜드홀 8,000,000원~, 아트리움홀 6,500,000원~, 엠버루체홀 7,000,000원~, 일부 플랫폼 정가 11,000,000원 표기)",6500000,11000000,0503-7152-3923,http://www.jkart.co.kr,https://www.weddic.com/,weddic
739,웨딩그룹위더스 영등포,서울 영등포구 영등포동6가 7,,,37.52137722994085,126.9045930192633,웨딩홀,[],정보 준비중,86000,96000,정보 준비중,200,300,정보 준비중,,,8500000,10500000,02-6418-3000,http://www.withus.kr/,https://www.weddic.com/,weddic
740,더컨벤션 영등포점,서울 영등포구 당산동3가 92-5,,,37.5266972906235,126.898753268254,컨벤션 웨딩홀,[],"79,000원(정가) ~ 96,000원(프리미엄, 프로모션 기준 할인가 66,000원)",79000,79000,보증인원 200명(최소 300명 경우 있음).,300,550,예식간격 1시간 20분,80,"4,300,000원(2025년 11월 200명 기준 견적), 플랫폼 정가 6,900,000원(연출 포함)",4300000,6900000,02-6426-5000,https://ydp.theconvention.co.kr/,https://www.weddic.com/,weddic
741,더파티움 여의도,서울 영등포구 여의도동 16-2,,,37.52809398153121,126.9227874020033,컨벤션 웨딩홀,[],"추가로 프로모션/플래너 견적에서는 컨벤션홀 식대 66,000원, 파티움홀 식대 63,800원(주류 포함, 과거 견적 기준) 사례도 있어 실제 계약가는 시즌·플래너에 따라 변동 폭이 큽니다.",63800,66000,"최소 보증 300명, 최대 수용 인원 700명(파티움홀 약 200석, 컨벤션홀 약 400석, 연회장 전체 1,400석 규모).",200,700,80분,80,"1,365만원~ (생화 꽃장식 포함, 스마트웨딩 프로모션)[1], 16,500,000원[2], 8,800,000원 (정가)/2,200,000원 (할인, 꽃장식 포함)[3], 150~300만원[4]",16500000,16500000,02-784-0000,http://www.thepartyum.com/,https://www.weddic.com/,weddic
742,웨스턴베니비스 영등포,서울 영등포구 당산동3가 393,,,37.52774737702664,126.8961238054268,웨딩홀,[],정보 준비중,100000,132000,정보 준비중,300,550,정보 준비중,,,12600000,,02-6297-7000,https://ydp.thebennevis.co.kr/,https://www.weddic.com/,weddic
743,그랜드컨벤션센터,서울 영등포구 당산동6가 337-23,,,37.5350692007672,126.9006495338795,컨벤션 웨딩홀,[],"약 550만원~ 850만원 수준 (생화 꽃장식·연출 일부 포함, 프로모션에 따라 홀+플라워 8,500,000원 표기, 웨딩북 정가 28,750,000원~은 식대 포함 총액 기준).",83000,83000,"최소 보증 250명, 최대 수용 1,200명 (그랜드홀·리젠시홀 합산, 대형 피로연 가능).",200,250,홀간 1시간 또는 30분 간격,90,"약 550만원~ 850만원 수준 (생화 꽃장식·연출 일부 포함, 프로모션에 따라 홀+플라워 8,500,000원 표기, 웨딩북 정가 28,750,000원~은 식대 포함 총액 기준).",,,02-3667-9000,https://www.instagram.com/grandconvention/,https://www.weddic.com/,weddic
744,규수당 문래점,서울 영등포구 문래동3가 55-16,,,37.51777850069895,126.9000842567044,컨벤션 웨딩홀,[],"62,000원 ~ 65,000원 (음주류·부가세·봉사료 포함)",62000,70000,최소 200명 / 최대 1000명,200,1000,90분 (1시간 30분),90,"5,500,000원 ~ 5,800,000원 (생화 포함, 홀대관+연출료)",5800000,6800000,02-332-9000,https://blog.naver.com/kles1234-1,https://www.weddic.com/,weddic
745,루나미엘레,서울 영등포구 여의도동 12,,,37.52926663975295,126.9248904813006,컨벤션 웨딩홀,[],정보 준비중,121000,121000,정보 준비중,250,400,정보 준비중,,,13200000,13200000,02-783-8811,http://www.lunamiele.co.kr/,https://www.weddic.com/,weddic
746,더베르G(더베르지) 웨딩홀,서울 영등포구 당산동3가 2-7,,,37.5257954687063,126.902054445545,웨딩홀,[],정보 준비중,110000,120000,정보 준비중,200,400,정보 준비중,,,6000000,6500000,02-2088-5272,https://www.theverde-g.kr,https://www.weddic.com/,weddic
747,FKI전경련플라자 웨딩홀,서울 영등포구 여의도동 28-1,,,37.52242071485949,126.9205873420454,웨딩홀,[],정보 준비중,61000,85000,정보 준비중,300,700,정보 준비중,,,10500000,,02-2055-4780,https://www.plazawedding.co.kr/info2/weddinghall.do,https://www.weddic.com/,weddic
748,국회의사당 사랑재,서울 영등포구 여의도동 1,,,37.5331104583031,126.9157607890476,한옥 웨딩홀,[],"국회 예식장 전용 뷔페 이용, 1인 38,000원 / 42,000원 / 46,000원 / 50,000원(클래식·노블·프리미엄·엑설런트 메뉴).",38000,50000,"공식 최소 보증은 없고, 실제 후기로는 150명~300명 이상 예식이 일반적(대형 야외 잔디).",150,300,동시예식,0,"300,000원 (과거 150,000원에서 인상).",300000,300000,,,https://www.weddic.com/,weddic
749,KBS 신관 웨딩홀,서울 영등포구 여의도동 18,,,37.5255723830308,126.916610939567,웨딩홀,[],"36900원 ~ 42900원 (뷔페 B코스 30000원, C코스 35000원 기준 과거 정보로, 실제 예식은 KBS 구내식당 출장뷔페 일파르코 이용 – 최신 단가는 구체 미공개(상담 필요))",36900,42900,최소 200명 / 최대 250명,200,250,정보 준비중,,"홀 대관료 별도 없고 생화장식비 550000원으로 대체(과거 기준, 현재는 구체 미공개(상담 필요))",0,,,,https://www.weddic.com/,weddic
750,연변웨딩홀,서울 영등포구 대림동 1052-40,,,37.4926908496123,126.895832008556,웨딩홀,[],"구체적 정보 없음(중식 연회 코스·연회식으로 운영, 전화 문의 필요).",,,구체적 정보 없음.,,,정보 준비중,,구체적 정보 없음(연회·대관 방식 상담 필요).,,,,http://www.ybwedd.com/,https://www.weddic.com/,weddic
751,국회 예식장,서울 영등포구 여의도동 1,,,37.5301361553242,126.913137137768,웨딩홀,[],구체적 정보 없음(근처 식당 이용 또는 자체 연회).,,,구체적 정보 없음(소규모).,,,정보 준비중,,0원(무료 대관).,0,,02-6788-3965,,https://www.weddic.com/,weddic
752,켄싱턴호텔 여의도 웨딩,서울 영등포구 여의도동 13-3,,,37.5302900847009,126.921968301322,호텔 웨딩홀,[],"79,900~119,900원(양식 코스/뷔페).",79900,119900,최소 50명 ~ 최대 300명,300,300,정보 준비중,,"대관료 2,990,000원 + 꽃장식 3,990,000원 ~ 6,990,000원",2990000,9980000,02-6670-7332,http://pf.kakao.com/_xggxgJxj,https://www.weddic.com/,weddic
753,페어몬트앰배서더서울웨딩,서울 영등포구 여의도동 22,,,37.5251913156818,126.929113095956,호텔 웨딩홀,[],정보 준비중,150000,185000,정보 준비중,200,450,정보 준비중,,,5500000,7800000,02-3395-6108,http://www.fairmont.co.kr/seoul/meetings/fairmont-seoul-wedding/,https://www.weddic.com/,weddic
754,63스퀘어 그랜드볼룸,서울 영등포구 여의도동 60,,,37.51984189531918,126.9402095279222,호텔 웨딩홀,[],정보 준비중,80000,150000,정보 준비중,400,850,정보 준비중,,,1650000,,02-789-5700,,https://www.weddic.com/,weddic
755,63컨벤션센터,서울 영등포구 여의도동 60,,,37.51977886290716,126.9402842370541,컨벤션 웨딩홀,[],"80,000원 ~ 190,000원",80000,190000,최소 100명 / 최대 800명,100,800,"하루 두 타임 (12시, 5시)",70,"1,800,000원 ~ 19,100,000원(연출료·홀사용료 기준)",1800000,19100000,02-789-5700,,https://www.weddic.com/,weddic
756,마린아일랜드웨딩홀,서울 영등포구 여의도동 81-8,,,37.53468492505245,126.9114075789838,웨딩홀,[],"퓨전코스 55,000원 스테이크+세미뷔페 58,000원",55000,58000,최소 50명 / 최대 130명,50,130,3시간,180,구체 미공개(상담 필요),,,,,https://www.weddic.com/,weddic
757,63스퀘어 라벤더홀,서울 영등포구 여의도동 60,,,37.5196642456696,126.939909903592,호텔 웨딩홀,[],"98,000~145,000원(양식, 부가세 포함).",98000,145000,150~200명.,200,200,정보 준비중,,"홀연출비 1,500,000원, 영상중계 550,000원.",550000,1500000,,,https://www.weddic.com/,weddic
758,엘리에나호텔 웨딩홀,서울 강남구 논현동 152,,,37.5111761535579,127.0315340865693,호텔 웨딩홀,[],정보 준비중,151800,184800,정보 준비중,250,600,정보 준비중,,,15000000,16500000,02-3443-5670,https://blog.naver.com/hotel_eliena,https://www.weddic.com/,weddic
759,더채플앳논현,서울 강남구 역삼동 607-21,,,37.50512960012216,127.0344381451353,채플 웨딩홀,[],정보 준비중,110000,120000,정보 준비중,250,330,정보 준비중,,,11000000,12000000,02-562-1121,http://www.thechapel.co.kr/?utm_source=naverplace&utm_medium=href_link&utm_campaign=nonhyeon,https://www.weddic.com/,weddic
